cbsa,cbsatitle,metropolitanmicropolitanstatis,statename
31340,"Lynchburg, VA",Metropolitan Statistical Area,Virginia
40060,"Richmond, VA",Metropolitan Statistical Area,Virginia
40060,"Richmond, VA",Metropolitan Statistical Area,Virginia
40060,"Richmond, VA",Metropolitan Statistical Area,Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Virginia
40220,"Roanoke, VA",Metropolitan Statistical Area,Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Virginia
13720,"Big Stone Gap, VA",Micropolitan Statistical Area,Virginia
40060,"Richmond, VA",Metropolitan Statistical Area,Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Virginia
13980,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area,Virginia
16820,"Charlottesville, VA",Metropolitan Statistical Area,Virginia
40220,"Roanoke, VA",Metropolitan Statistical Area,Virginia
49020,"Winchester, VA-WV",Metropolitan Statistical Area,Virginia
13980,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area,Virginia
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Virginia
40060,"Richmond, VA",Metropolitan Statistical Area,Virginia
16820,"Charlottesville, VA",Metropolitan Statistical Area,Virginia
40060,"Richmond, VA",Metropolitan Statistical Area,Virginia
40060,"Richmond, VA",Metropolitan Statistical Area,Virginia
32300,"Martinsville, VA",Micropolitan Statistical Area,Virginia
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Virginia
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Virginia
40060,"Richmond, VA",Metropolitan Statistical Area,Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Virginia
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Virginia
13980,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area,Virginia
16820,"Charlottesville, VA",Metropolitan Statistical Area,Virginia
40060,"Richmond, VA",Metropolitan Statistical Area,Virginia
19260,"Danville, VA",Micropolitan Statistical Area,Virginia
40060,"Richmond, VA",Metropolitan Statistical Area,Virginia
40060,"Richmond, VA",Metropolitan Statistical Area,Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Virginia
13980,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area,Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Virginia
40220,"Roanoke, VA",Metropolitan Statistical Area,Virginia
25500,"Harrisonburg, VA",Metropolitan Statistical Area,Virginia
28700,"Kingsport-Bristol-Bristol, TN-VA",Metropolitan Statistical Area,Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Virginia
40060,"Richmond, VA",Metropolitan Statistical Area,Virginia
14140,"Bluefield, WV-VA",Micropolitan Statistical Area,Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Virginia
28700,"Kingsport-Bristol-Bristol, TN-VA",Metropolitan Statistical Area,Virginia
13720,"Big Stone Gap, VA",Micropolitan Statistical Area,Virginia
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Virginia
31340,"Lynchburg, VA",Metropolitan Statistical Area,Virginia
28700,"Kingsport-Bristol-Bristol, TN-VA",Metropolitan Statistical Area,Virginia
16820,"Charlottesville, VA",Metropolitan Statistical Area,Virginia
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Virginia
40060,"Richmond, VA",Metropolitan Statistical Area,Virginia
19260,"Danville, VA",Micropolitan Statistical Area,Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Virginia
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Virginia
25500,"Harrisonburg, VA",Metropolitan Statistical Area,Virginia
40060,"Richmond, VA",Metropolitan Statistical Area,Virginia
31340,"Lynchburg, VA",Metropolitan Statistical Area,Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Virginia
32300,"Martinsville, VA",Micropolitan Statistical Area,Virginia
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Virginia
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Virginia
13720,"Big Stone Gap, VA",Micropolitan Statistical Area,Virginia
40060,"Richmond, VA",Metropolitan Statistical Area,Virginia
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Virginia
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Virginia
13980,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area,Virginia
40060,"Richmond, VA",Metropolitan Statistical Area,Virginia
40220,"Roanoke, VA",Metropolitan Statistical Area,Virginia
40220,"Roanoke, VA",Metropolitan Statistical Area,Virginia
44420,"Staunton-Waynesboro, VA",Metropolitan Statistical Area,Virginia
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Virginia
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Virginia
44420,"Staunton-Waynesboro, VA",Metropolitan Statistical Area,Virginia
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Virginia
49020,"Winchester, VA-WV",Metropolitan Statistical Area,Virginia
36830,"Othello, WA",Micropolitan Statistical Area,Washington
30300,"Lewiston, ID-WA",Metropolitan Statistical Area,Washington
28420,"Kennewick-Richland, WA",Metropolitan Statistical Area,Washington
48300,"Wenatchee, WA",Metropolitan Statistical Area,Washington
38820,"Port Angeles, WA",Micropolitan Statistical Area,Washington
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Washington
47460,"Walla Walla, WA",Metropolitan Statistical Area,Washington
31020,"Longview, WA",Metropolitan Statistical Area,Washington
48300,"Wenatchee, WA",Metropolitan Statistical Area,Washington
28420,"Kennewick-Richland, WA",Metropolitan Statistical Area,Washington
34180,"Moses Lake, WA",Micropolitan Statistical Area,Washington
10140,"Aberdeen, WA",Micropolitan Statistical Area,Washington
36020,"Oak Harbor, WA",Micropolitan Statistical Area,Washington
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Washington
14740,"Bremerton-Silverdale, WA",Metropolitan Statistical Area,Washington
21260,"Ellensburg, WA",Micropolitan Statistical Area,Washington
16500,"Centralia, WA",Micropolitan Statistical Area,Washington
43220,"Shelton, WA",Micropolitan Statistical Area,Washington
44060,"Spokane-Spokane Valley, WA",Metropolitan Statistical Area,Washington
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Washington
34580,"Mount Vernon-Anacortes, WA",Metropolitan Statistical Area,Washington
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Washington
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Washington
44060,"Spokane-Spokane Valley, WA",Metropolitan Statistical Area,Washington
44060,"Spokane-Spokane Valley, WA",Metropolitan Statistical Area,Washington
36500,"Olympia-Tumwater, WA",Metropolitan Statistical Area,Washington
47460,"Walla Walla, WA",Metropolitan Statistical Area,Washington
13380,"Bellingham, WA",Metropolitan Statistical Area,Washington
39420,"Pullman, WA",Micropolitan Statistical Area,Washington
49420,"Yakima, WA",Metropolitan Statistical Area,Washington
25180,"Hagerstown-Martinsburg, MD-WV",Metropolitan Statistical Area,West Virginia
16620,"Charleston, WV",Metropolitan Statistical Area,West Virginia
48260,"Weirton-Steubenville, WV-OH",Metropolitan Statistical Area,West Virginia
26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,West Virginia
16620,"Charleston, WV",Metropolitan Statistical Area,West Virginia
17220,"Clarksburg, WV",Micropolitan Statistical Area,West Virginia
13220,"Beckley, WV",Metropolitan Statistical Area,West Virginia
49020,"Winchester, VA-WV",Metropolitan Statistical Area,West Virginia
48260,"Weirton-Steubenville, WV-OH",Metropolitan Statistical Area,West Virginia
17220,"Clarksburg, WV",Micropolitan Statistical Area,West Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,West Virginia
16620,"Charleston, WV",Metropolitan Statistical Area,West Virginia
26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,West Virginia
30880,"Logan, WV",Micropolitan Statistical Area,West Virginia
21900,"Fairmont, WV",Micropolitan Statistical Area,West Virginia
48540,"Wheeling, WV-OH",Metropolitan Statistical Area,West Virginia
38580,"Point Pleasant, WV-OH",Micropolitan Statistical Area,West Virginia
14140,"Bluefield, WV-VA",Micropolitan Statistical Area,West Virginia
19060,"Cumberland, MD-WV",Metropolitan Statistical Area,West Virginia
34060,"Morgantown, WV",Metropolitan Statistical Area,West Virginia
48540,"Wheeling, WV-OH",Metropolitan Statistical Area,West Virginia
34060,"Morgantown, WV",Metropolitan Statistical Area,West Virginia
26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,West Virginia
13220,"Beckley, WV",Metropolitan Statistical Area,West Virginia
21180,"Elkins, WV",Micropolitan Statistical Area,West Virginia
17220,"Clarksburg, WV",Micropolitan Statistical Area,West Virginia
26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,West Virginia
37620,"Parkersburg-Vienna, WV",Metropolitan Statistical Area,West Virginia
37620,"Parkersburg-Vienna, WV",Metropolitan Statistical Area,West Virginia
24580,"Green Bay, WI",Metropolitan Statistical Area,Wisconsin
11540,"Appleton, WI",Metropolitan Statistical Area,Wisconsin
20740,"Eau Claire, WI",Metropolitan Statistical Area,Wisconsin
31540,"Madison, WI",Metropolitan Statistical Area,Wisconsin
31540,"Madison, WI",Metropolitan Statistical Area,Wisconsin
13180,"Beaver Dam, WI",Micropolitan Statistical Area,Wisconsin
20260,"Duluth, MN-WI",Metropolitan Statistical Area,Wisconsin
32860,"Menomonie, WI",Micropolitan Statistical Area,Wisconsin
20740,"Eau Claire, WI",Metropolitan Statistical Area,Wisconsin
27020,"Iron Mountain, MI-WI",Micropolitan Statistical Area,Wisconsin
22540,"Fond du Lac, WI",Metropolitan Statistical Area,Wisconsin
38420,"Platteville, WI",Micropolitan Statistical Area,Wisconsin
31540,"Madison, WI",Metropolitan Statistical Area,Wisconsin
31540,"Madison, WI",Metropolitan Statistical Area,Wisconsin
48020,"Watertown-Fort Atkinson, WI",Micropolitan Statistical Area,Wisconsin
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,Wisconsin
24580,"Green Bay, WI",Metropolitan Statistical Area,Wisconsin
29100,"La Crosse-Onalaska, WI-MN",Metropolitan Statistical Area,Wisconsin
32980,"Merrill, WI",Micropolitan Statistical Area,Wisconsin
31820,"Manitowoc, WI",Micropolitan Statistical Area,Wisconsin
48140,"Wausau, WI",Metropolitan Statistical Area,Wisconsin
31940,"Marinette, WI-MI",Micropolitan Statistical Area,Wisconsin
43020,"Shawano, WI",Micropolitan Statistical Area,Wisconsin
33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,Wisconsin
24580,"Green Bay, WI",Metropolitan Statistical Area,Wisconsin
11540,"Appleton, WI",Metropolitan Statistical Area,Wisconsin
33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,Wisconsin
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Wisconsin
44620,"Stevens Point, WI",Micropolitan Statistical Area,Wisconsin
39540,"Racine, WI",Metropolitan Statistical Area,Wisconsin
27500,"Janesville-Beloit, WI",Metropolitan Statistical Area,Wisconsin
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Wisconsin
12660,"Baraboo, WI",Micropolitan Statistical Area,Wisconsin
43020,"Shawano, WI",Micropolitan Statistical Area,Wisconsin
43100,"Sheboygan, WI",Metropolitan Statistical Area,Wisconsin
48580,"Whitewater-Elkhorn, WI",Micropolitan Statistical Area,Wisconsin
33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,Wisconsin
33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,Wisconsin
36780,"Oshkosh-Neenah, WI",Metropolitan Statistical Area,Wisconsin
49220,"Wisconsin Rapids-Marshfield, WI",Micropolitan Statistical Area,Wisconsin
29660,"Laramie, WY",Micropolitan Statistical Area,Wyoming
23940,"Gillette, WY",Micropolitan Statistical Area,Wyoming
40180,"Riverton, WY",Micropolitan Statistical Area,Wyoming
16940,"Cheyenne, WY",Metropolitan Statistical Area,Wyoming
16220,"Casper, WY",Metropolitan Statistical Area,Wyoming
43260,"Sheridan, WY",Micropolitan Statistical Area,Wyoming
40540,"Rock Springs, WY",Micropolitan Statistical Area,Wyoming
27220,"Jackson, WY-ID",Micropolitan Statistical Area,Wyoming
21740,"Evanston, WY",Micropolitan Statistical Area,Wyoming
